"registro_id";"data";"empresa";"cnpj_empresa";"empreendimento";"uf_empreendimento";"categoria_documento";"fornecedor";"razao_social_fornecedor";"cnpj_fornecedor";"numero_orcamento";"item_documento";"codigo_fornecedor";"descricao";"unidade_documento";"quantidade";"preco_unitario_cotado";"valor_total_linha";"desconto_pct_documento";"diferenca_total_menos_qtd_unitario";"natureza_preco";"unidade_pendente";"tipo_documento";"pagina";"arquivo_id";"arquivo_nome";"fonte_url";"arquivo_codigo"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:6";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"6";"27337";"Estilete Largo 18mm Plástico Mp451 Masterprint";"UN";"2";"1,47";"2,94";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:7";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"7";"31980";"Pilha Peq. AA Alcalina C/4 Un Blister ELE000000082153";"CJ";"3";"8,58";"25,74";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:8";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"8";"31981";"Pilha Palito AAA Alcalina C/4 Un Blister ELE000000082155";"CJ";"3";"10,21";"30,63";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:9";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"9";"26021";"Régua 30Cm Plástica Cristal Estreita Maxcril 10270012 CD2";"UN";"2";"1,27";"2,54";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:10";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"10";"30676";"Bobina Térmica 1 Via 80X80M Br Regispel R23 T12 48G R.31123";"UN";"48";"10,91";"523,68";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:1";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"1";"15119";"AGUA SANITARIA 5 LT - MARQUI";"";"3";"8,9";"26,7";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:2";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"2";"13936";"ALCOOL LIQUIDO 5 LT FLOPS";"";"2";"45";"90";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:3";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"3";"373";"CAFE MELITTA TRADICIONAL 500 GR";"";"8";"39,5";"316";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:4";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"4";"14981";"COPO PLASTICO 200ML C/100 UN BRANCO COPOBRAS PP";"";"10";"6,98";"69,8";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:5";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"5";"13312";"DESINFETANTE 5 LT LAVANDA - AQUAFAST";"";"3";"19,95";"59,85";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:6";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"6";"12752";"DETERGENTE 5 LT NEUTRO - AQUAFAST";"";"2";"22";"44";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:7";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"7";"371";"FILTRO CAFE 103 C/30 UN BRIGITTA";"";"3";"5,1";"15,3";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:8";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"8";"614";"LIMPADOR 500 ML LIMPA VIDROS C/ ALCOOL SQUEEZE - VEJA";"";"2";"13";"26";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:9";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"9";"1489";"PA DE LIXO JEITOSA C/CABO SUPERPRO BETTANIN";"";"1";"22";"22";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:10";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"10";"800";"PAPEL HIG ROLO 8X300M LUXO - IPEL NATUREZA";"";"2";"75,75";"151,5";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:11";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"11";"15289";"PAPEL INTERFOLHADO 20 X 20 1000F/20 - PENIPEL";"";"8";"19,95";"159,6";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:12";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"12";"399";"SACO ALVEJADO 0,50 X 0,70 - MARTINS";"";"4";"5,95";"23,8";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:13";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"13";"14672";"SACO LIXO 060 LT PRETO REFORCADO C/100 (11KG) - BASE LIX";"";"2";"24,9";"49,8";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:14";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"14";"13726";"SACO LIXO 100 LT PRETO REFORCADO C/100 (24KG) - BASE ECOSUL";"";"2";"46,86";"93,72";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz:15";"2025-12-19";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"177258";"15";"12744";"SACO LIXO 200 LT PRETO REFORCADO C/50 - BASE ECOSUL";"";"1";"35";"35";"";"0";"unitario_cotado";"true";"orcamento";"";"18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz";"CotacaoBasePapeis_177258";"https://drive.google.com/file/d/18jmD4kEixd92plqJ8_9DsYMtQgGGIwkz/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:1";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"1";"15935";"ACUCAR REFINADO 1 KG GUARANI";"";"3";"5,45";"16,35";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:2";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"2";"15119";"AGUA SANITARIA 5 LT - MARQUI";"";"2";"8,9";"17,8";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:3";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"3";"13936";"ALCOOL LIQUIDO 5 LT FLOPS";"";"1";"45";"45";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:4";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"4";"373";"CAFE MELITTA TRADICIONAL 500 GR";"";"8";"39,5";"316";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:5";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"5";"14981";"COPO PLASTICO 200ML C/100 UN BRANCO COPOBRAS PP";"";"10";"6,98";"69,8";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:6";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"6";"13312";"DESINFETANTE 5 LT LAVANDA - AQUAFAST";"";"3";"19,95";"59,85";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:7";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"7";"12752";"DETERGENTE 5 LT NEUTRO - AQUAFAST";"";"1";"22";"22";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:8";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"8";"371";"FILTRO CAFE 103 C/30 UN BRIGITTA";"";"3";"5,1";"15,3";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:9";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"9";"614";"LIMPADOR 500 ML LIMPA VIDROS C/ ALCOOL SQUEEZE - VEJA";"";"2";"13";"26";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:10";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"10";"12900";"LUVA BORRACHA AZUL M - VOLK";"";"3";"4,95";"14,85";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:11";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"11";"796";"PA DE LIXO COLETORA COM TAMPA COM CABO BETTANIN";"";"1";"43,45";"43,45";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:12";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"12";"14899";"PANO MULTIUSO C/ 5 UNIDADES AZUL INOVEN";"";"2";"3,15";"6,3";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:13";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"13";"800";"PAPEL HIG ROLO 8X300M LUXO - IPEL NATUREZA";"";"2";"75,75";"151,5";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:14";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"14";"15289";"PAPEL INTERFOLHADO 20 X 20 1000F/20 - PENIPEL";"";"8";"19,95";"159,6";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:15";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"15";"2037";"SABONETE ESPUMA REFIL 500ML COTTON HYDRAPLUS";"";"6";"14,95";"89,7";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:16";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"16";"399";"SACO ALVEJADO 0,50 X 0,70 - MARTINS";"";"4";"5,95";"23,8";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8:17";"2026-01-20";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"178511";"17";"14674";"SACO LIXO 060 LT PRETO LEVE C/100 (8,0KG) - BASE LIX";"";"2";"24,9";"49,8";"";"0";"unitario_cotado";"true";"orcamento";"";"1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8";"CotacaoBasePapeis_178511";"https://drive.google.com/file/d/1pziA36BWAe_wi6TWtQ4ZvhuOH7XRGry8/view";"app/DadosBasePapeis.gs"
"1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq:1";"2026-01-25";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Serviço de limpeza de piso";"ADS MANUTENÇÃO PREDIAL";"ADS MANUTENÇÃO E CONSERVAÇÃO LTDA";"41.398.529/0001-92";"";"1";"";"Máquina lava";"";"";"";"2700";"";"";"global_sem_unitario";"false";"orcamento";"1";"1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq";"Orç. ADS_10.000,00 Limpeza piso_REV01.pdf";"https://drive.google.com/file/d/1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq/view";"app/DadosADS.gs"
"1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq:2";"2026-01-25";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Serviço de limpeza de piso";"ADS MANUTENÇÃO PREDIAL";"ADS MANUTENÇÃO E CONSERVAÇÃO LTDA";"41.398.529/0001-92";"";"2";"";"Produto de limpeza";"";"";"";"890";"";"";"global_sem_unitario";"false";"orcamento";"1";"1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq";"Orç. ADS_10.000,00 Limpeza piso_REV01.pdf";"https://drive.google.com/file/d/1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq/view";"app/DadosADS.gs"
"1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq:3";"2026-01-25";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Serviço de limpeza de piso";"ADS MANUTENÇÃO PREDIAL";"ADS MANUTENÇÃO E CONSERVAÇÃO LTDA";"41.398.529/0001-92";"";"3";"";"Mão de obra";"";"";"";"6410";"";"";"global_sem_unitario";"false";"orcamento";"1";"1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq";"Orç. ADS_10.000,00 Limpeza piso_REV01.pdf";"https://drive.google.com/file/d/1dOcriJeFcqaaVzagTSQubH6Sc0O3-ixq/view";"app/DadosADS.gs"
"18CitFo1BwX0cLhZGpbg_S6BmearfeF70:1";"2026-04-23";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO ESTEIO";"RS";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"182188";"1";"15119";"AGUA SANITARIA 5 LT - MARQUI";"";"3";"8,9";"26,7";"";"0";"unitario_cotado";"true";"orcamento";"";"18CitFo1BwX0cLhZGpbg_S6BmearfeF70";"CotacaoBasePapeis_182188";"https://drive.google.com/file/d/18CitFo1BwX0cLhZGpbg_S6BmearfeF70/view";"app/DadosBasePapeis.gs"
