"registro_id";"data";"empresa";"cnpj_empresa";"empreendimento";"uf_empreendimento";"categoria_documento";"fornecedor";"razao_social_fornecedor";"cnpj_fornecedor";"numero_orcamento";"item_documento";"codigo_fornecedor";"descricao";"unidade_documento";"quantidade";"preco_unitario_cotado";"valor_total_linha";"desconto_pct_documento";"diferenca_total_menos_qtd_unitario";"natureza_preco";"unidade_pendente";"tipo_documento";"pagina";"arquivo_id";"arquivo_nome";"fonte_url";"arquivo_codigo"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:1";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"1";"1115";"ACUCAR REFINADO 1 KG BARRA";"";"1";"5,45";"5,45";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:2";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"2";"15119";"AGUA SANITARIA 5 LT - MARQUI";"";"1";"8,9";"8,9";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:3";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"3";"515";"ALCOOL LIQUIDO 1 LT 70 FLOPS";"";"1";"7,99";"7,99";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:4";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"4";"13936";"ALCOOL LIQUIDO 5 LT FLOPS";"";"1";"45";"45";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:5";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"5";"373";"CAFE MELITTA TRADICIONAL 500 GR";"";"4";"37,9";"151,6";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:6";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"6";"1837";"COPO PLASTICO 200ML C/100 UN BRANCO ECOCOPPO PP";"";"4";"6,98";"27,92";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:7";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"7";"15917";"DESINFETANTE 5 LT LAVANDA - GIRANDO SOL";"";"1";"19,99";"19,99";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:8";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"8";"12752";"DETERGENTE 5 LT NEUTRO - AQUAFAST";"";"1";"23,95";"23,95";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:9";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"9";"494";"ESPONJA DUPLA FACE 11CM BETTANIN";"";"3";"1,22";"3,66";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:10";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"10";"371";"FILTRO CAFE 103 C/30 UN BRIGITTA";"";"3";"5,78";"17,34";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:11";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"11";"800";"PAPEL HIG ROLO 8X300M LUXO - IPEL NATUREZA";"";"1";"75,95";"75,95";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:12";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"12";"399";"SACO ALVEJADO 0,50 X 0,70 - MARTINS";"";"4";"6,35";"25,4";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:13";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"13";"14672";"SACO LIXO 060 LT PRETO REFORCADO C/100 (10KG) - BASE LIX";"";"1";"24,9";"24,9";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL:14";"2026-07-15";"Capital Realty";"03.015.145/0001-54";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"BASE PAPEIS";"BASE PAPEIS";"07.986.449/0001-10";"188139";"14";"13726";"SACO LIXO 100 LT PRETO REFORCADO C/100 (24KG) - BASE ECOSUL";"";"1";"54";"54";"";"0";"unitario_cotado";"true";"orcamento";"";"1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL";"CotacaoBasePapeis_188139";"https://drive.google.com/file/d/1LXwNr3leKFiZ48S0rEVa0zaBIAe5-4uL/view";"app/DadosBasePapeis.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:1";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"1";"7687";"ACUCAR REFINADO 1KG ALTO ALEGRE";"UN";"10";"2,75";"27,5";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:2";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"2";"66173";"AGUA SANITARIA 5L QBOA";"UN";"6";"14,8";"88,8";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:3";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"3";"66092";"ALCOOL LIQUIDO 70% USO HOSPITALAR 1L QUIMIDROL";"UN";"3";"7,99";"23,97";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:4";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"4";"4248";"CAFE MELITTA TRADICIONAL 500g";"UN";"10";"24,99";"249,9";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:5";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"5";"33729";"FILTRO PAPEL P/ CAFE BRIGITTA 103 C/30UN";"UN";"6";"4,15";"24,9";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:6";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"6";"70492";"DESINFETANTE LAVANDA 5L CONTABILISTA";"UN";"2";"9,9";"19,8";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:7";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"7";"76690";"LIMPADOR PERFUMADO CONCENTRADO CRAVO E CANELA 120ML COALA";"UN";"7";"15,1";"105,7";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:8";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"8";"104807";"PASTILHA ADESIVA SANITARIA C/3 LAVANDA 30G SANI ALL";"UN";"9";"4,15";"37,35";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:9";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"9";"3621";"DETERGENTE NEUTRO 500ML YPE";"UN";"8";"2,9";"23,2";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:10";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"10";"76297";"KIT LIMPADOR MULTIUSO 500ML VEJA ORIGINAL C/3";"UN";"2";"13,55";"27,1";"";"0";"unitario_cotado";"false";"orcamento";"1";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:11";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"11";"66111";"ESPONJA MULTIUSO SCOTCH BRITE LEVE 4 PAGUE 3 3M";"UN";"2";"5,75";"11,5";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:12";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"12";"68852";"PANO DE CHAO XADREZ ALVEJADO 45X75CM MARTINS 1098";"UN";"5";"4,45";"22,25";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:13";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"13";"103673";"PANO DE PRATO BRANCO 76G 50 x 70cm 1115 MARTINS";"UN";"5";"5,09";"25,45";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:14";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"14";"42714";"PANO MULTIUSO SUPER PANO 29x29CM C/3UN SCOTCH BRITE 3M";"UN";"2";"25,8";"51,6";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:15";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"15";"72735";"SABAO EM BARRA NEUTRO C/5UN DE 160G YPE";"UN";"1";"15,85";"15,85";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:16";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"16";"69916";"SABAO EM PO FLORAL GIRANDO SOL 800G";"UN";"4";"7,25";"29";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:17";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"17";"63311";"SAPONACEO CREMOSO 250ML C/CLORO SAPOLIO RADIUM BOMBRIL";"UN";"10";"8,5";"85";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:18";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"18";"69192";"SODA CAUSTICA 99 GIOCA 1KG";"UN";"2";"23,85";"47,7";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51:19";"2026-08-10";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de consumo";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"CONTABILISTA SUPRIMENTOS PARA ESCRITORIO";"77.765.840/0001-70";"1 / 186.601";"19";"73667";"LIMPA PISO 5L TROPPEL";"UN";"3";"19,6";"58,8";"";"0";"unitario_cotado";"false";"orcamento";"2";"1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51";"Orç Contabilista R$975,37.pdf";"https://drive.google.com/file/d/1HASD5KQ9v63zL_oUIEaEv1EOKkjNYd51/view";"app/DadosContabilista.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:1";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"1";"1431";"Fita Rotulador Eletrônico 12mm Preto/Branco M231 Brother";"UN";"1";"75,1";"75,1";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:2";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"2";"26115";"Prancheta Poliestireno Of. Cr C/Prendedor Metal 435 Maxcril 10260019";"UN";"1";"17,05";"17,05";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:3";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"3";"23791";"Tesoura 21 Cm Cis Office Ts54  Plast. 2407000";"UN";"1";"11,62";"11,62";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:4";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"4";"32261";"Fita Empacotamento 45X40M Inoven Ref. 1011";"RL";"2";"3,21";"6,42";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v:5";"2026-08-12";"Demercado";"08.601.964/0001-05";"MEGA CENTRO LOGÍSTICO CURITIBA";"PR";"Material de escritório e consumo";"FABESUL";"FABESUL";"89.054.050/0006-70";"7668495";"5";"12314";"Fita Crepe 12X50M Branca Adelbras";"RL";"6";"3,95";"23,7";"";"0";"unitario_cotado";"false";"orcamento";"1";"16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v";"Orç Fabesul R$719,42.pdf";"https://drive.google.com/file/d/16XM5uniW7hC6WDJTILPAlc4CqU6X-K0v/view";"app/DadosFabesul.gs"
